dates,l1,ssim,accuracy
2022-04-02,0.0822,0.9021,0.9928
2022-04-09,0.0875,0.8918,0.9928
2022-04-16,0.0906,0.8959,0.9928
2022-04-23,0.0889,0.8928,0.9928
2022-04-30,0.0732,0.8836,0.9929
2022-05-07,0.0685,0.8942,0.993
2022-05-14,0.0543,0.8668,0.9932
2022-05-21,0.0531,0.8277,0.9934
2022-05-28,0.0492,0.811,0.9934
2022-06-04,0.0545,0.7424,0.9908
2022-06-11,0.0823,0.736,0.9725
2022-06-18,0.0947,0.7114,0.9692
2022-06-25,0.0876,0.7154,0.9634
2022-07-02,0.1162,0.6178,0.9591
2022-07-09,0.1515,0.5697,0.939
2022-07-16,0.1791,0.529,0.9052
2022-07-23,0.1915,0.4958,0.8668
2022-07-30,0.2367,0.4583,0.7951
2022-08-06,0.2868,0.4107,0.7634
2022-08-13,0.319,0.3515,0.7203
2022-08-20,0.3498,0.2911,0.6715
2022-08-27,0.4265,0.2643,0.587
2022-09-03,0.4365,0.2476,0.5658
2022-09-10,0.4512,0.2386,0.52
2022-09-17,0.4595,0.242,0.4806
2022-09-24,0.4067,0.2814,0.5191
2022-10-01,0.3624,0.3019,0.566
2022-10-08,0.307,0.3543,0.64
2022-10-15,0.2116,0.495,0.7744
2022-10-22,0.1904,0.5234,0.8298
2022-10-29,0.1008,0.7159,0.9838
2022-11-05,0.0855,0.8006,0.9893
2022-11-12,0.0998,0.8544,0.994
2022-11-19,0.0982,0.878,0.994
2022-11-26,0.1014,0.8988,0.994
2022-12-03,0.0899,0.8934,0.9935
2022-12-10,0.097,0.8978,0.993
2022-12-17,0.0976,0.8975,0.993
2022-12-24,0.0953,0.9011,0.9928
2023-01-01,0.08,0.9056,0.9933
2023-01-08,0.0829,0.9061,0.9934
2023-01-15,0.082,0.9052,0.9934
2023-01-22,0.0862,0.903,0.9934
2023-01-29,0.0851,0.9076,0.9934
2023-02-05,0.0784,0.9066,0.9934
2023-02-12,0.0762,0.9168,0.9934
2023-02-19,0.0697,0.9109,0.9932
2023-02-26,0.0644,0.9126,0.993
2023-03-05,0.0646,0.9082,0.9928
2023-03-12,0.0729,0.9143,0.9928
2023-03-19,0.071,0.8874,0.9928
2023-03-26,0.0773,0.9079,0.993
2023-04-02,0.0848,0.906,0.993
2023-04-09,0.0872,0.8969,0.993
2023-04-16,0.0984,0.9013,0.993
2023-04-23,0.0836,0.8866,0.993
2023-04-30,0.0832,0.9005,0.993
2023-05-07,0.0678,0.8928,0.9934
2023-05-14,0.0625,0.8804,0.9934
2023-05-21,0.0652,0.7785,0.9934
2023-05-28,0.0569,0.7413,0.9934
2023-06-04,0.0522,0.7604,0.9933
2023-06-11,0.0782,0.7032,0.9901
2023-06-18,0.0868,0.721,0.9848
2023-06-25,0.0993,0.6848,0.9697
2023-07-02,0.0913,0.6573,0.9699
2023-07-09,0.1564,0.5574,0.9614
2023-07-16,0.2256,0.5264,0.9257
2023-07-23,0.2863,0.4211,0.8239
2023-07-30,0.3269,0.3568,0.7688
2023-08-06,0.3739,0.3103,0.7105
2023-08-13,0.4404,0.2603,0.5978
2023-08-20,0.4648,0.2332,0.5106
2023-08-27,0.4758,0.2232,0.4744
2023-09-03,0.4943,0.2137,0.4526
2023-09-10,0.4992,0.2061,0.4419
2023-09-17,0.5059,0.2104,0.4154
2023-09-24,0.461,0.2281,0.4482
2023-10-01,0.444,0.2376,0.4677
2023-10-08,0.3726,0.3045,0.5446
2023-10-15,0.2917,0.3873,0.6624
2023-10-22,0.1394,0.6068,0.901
2023-10-29,0.1041,0.7011,0.9846
2023-11-05,0.0883,0.7759,0.9854
2023-11-12,0.1097,0.8267,0.9816
2023-11-19,0.1073,0.8475,0.9928
2023-11-26,0.107,0.863,0.9929
2023-12-03,0.0995,0.8745,0.9927
2023-12-10,0.1035,0.8872,0.9926
2023-12-17,0.1017,0.8872,0.9928
2023-12-24,0.0974,0.9001,0.993
