dates,l1,ssim,accuracy
2022-06-25,0.1345,0.5971,0.929
2022-07-02,0.1565,0.5106,0.9136
2022-07-09,0.1619,0.4616,0.8907
2022-07-16,0.1745,0.4197,0.8429
2022-07-23,0.1819,0.4206,0.8247
2022-07-30,0.1407,0.4674,0.8363
2022-08-06,0.1564,0.4631,0.8135
2022-08-13,0.1357,0.4502,0.8174
2022-08-20,0.1365,0.4233,0.8183
2022-08-27,0.1198,0.4694,0.8288
2022-09-03,0.1143,0.5236,0.8436
2022-09-10,0.126,0.4969,0.8506
2022-09-17,0.1167,0.4949,0.8597
2022-09-24,0.1329,0.4926,0.8579
2022-10-01,0.1641,0.4153,0.8129
2022-10-08,0.2024,0.4,0.6641
2022-10-15,0.2099,0.4199,0.7083
2022-10-22,0.1934,0.4773,0.8339
2022-10-29,0.1589,0.6039,0.9776
2022-11-05,0.1074,0.7205,0.99
2022-11-12,0.048,0.8132,0.9904
2022-11-19,0.0443,0.8168,0.9903
2022-11-26,0.0364,0.8435,0.9903
2022-12-03,0.0348,0.8365,0.9904
2022-12-10,0.0326,0.8569,0.9905
2022-12-17,0.0369,0.8378,0.9905
2022-12-24,0.0513,0.8221,0.9901
2023-01-01,0.0647,0.8019,0.9831
2023-01-08,0.0436,0.8462,0.9831
2023-01-15,0.042,0.8552,0.9854
2023-01-22,0.0352,0.8664,0.9906
2023-01-29,0.0317,0.8651,0.9906
2023-02-05,0.0301,0.867,0.9905
2023-02-12,0.0298,0.8722,0.9905
2023-02-19,0.0308,0.8535,0.9905
2023-02-26,0.0295,0.8723,0.9905
2023-03-05,0.0318,0.8564,0.9906
2023-03-12,0.0379,0.8608,0.9905
2023-03-19,0.033,0.8668,0.9906
2023-03-26,0.0354,0.8641,0.9906
2023-04-02,0.0288,0.8717,0.9905
2023-04-09,0.0314,0.857,0.9907
2023-04-16,0.0293,0.867,0.9908
2023-04-23,0.0321,0.8469,0.9906
2023-04-30,0.0413,0.8369,0.9908
2023-05-07,0.037,0.8183,0.9907
2023-05-14,0.0505,0.7888,0.9908
2023-05-21,0.0608,0.7642,0.9909
2023-05-28,0.0721,0.6644,0.9852
2023-06-04,0.0914,0.6814,0.9845
2023-06-11,0.0826,0.6967,0.9792
2023-06-18,0.0869,0.664,0.968
2023-06-25,0.0929,0.6806,0.9624
2023-07-02,0.1228,0.5864,0.9366
2023-07-09,0.1364,0.5148,0.899
2023-07-16,0.1466,0.444,0.8475
2023-07-23,0.1446,0.417,0.8408
2023-07-30,0.1368,0.419,0.8334
2023-08-06,0.1246,0.4352,0.82
2023-08-13,0.124,0.4236,0.8625
2023-08-20,0.1308,0.4402,0.839
2023-08-27,0.1281,0.4607,0.8592
2023-09-03,0.1317,0.4834,0.8692
2023-09-10,0.135,0.4415,0.8647
2023-09-17,0.1326,0.4525,0.8587
2023-09-24,0.1258,0.4336,0.8627
2023-10-01,0.1434,0.4354,0.7556
2023-10-08,0.1618,0.4815,0.6983
2023-10-15,0.1604,0.5631,0.764
2023-10-22,0.1153,0.6285,0.9124
2023-10-29,0.1184,0.7277,0.9878
2023-11-05,0.0639,0.7928,0.9902
2023-11-12,0.0345,0.8366,0.9906
2023-11-19,0.0357,0.8374,0.9903
2023-11-26,0.0315,0.85,0.9904
2023-12-03,0.0345,0.8473,0.9906
2023-12-10,0.0316,0.8629,0.9905
2023-12-17,0.0359,0.8426,0.9906
2023-12-24,0.0496,0.8288,0.9899
