dates,l1,ssim,accuracy
2021-05-28,0.0782,0.7092,0.9633
2021-06-04,0.0873,0.7287,0.968
2021-06-11,0.0938,0.6924,0.9696
2021-06-18,0.1024,0.5785,0.953
2021-06-25,0.1098,0.6477,0.9491
2021-07-02,0.1526,0.5265,0.9176
2021-07-09,0.142,0.5075,0.8979
2021-07-16,0.1648,0.4624,0.8963
2021-07-23,0.1855,0.4544,0.8742
2021-07-30,0.1876,0.4423,0.8798
2021-08-06,0.1828,0.4328,0.828
2021-08-13,0.1658,0.3934,0.7701
2021-08-20,0.1454,0.3549,0.7496
2021-08-27,0.1346,0.3316,0.7934
2021-09-03,0.1371,0.3241,0.7888
2021-09-10,0.1221,0.387,0.8127
2021-09-17,0.125,0.4087,0.8064
2021-09-24,0.1646,0.4087,0.8102
2021-10-01,0.1896,0.4107,0.8096
2021-10-08,0.2152,0.4341,0.812
2021-10-15,0.2075,0.5111,0.8482
2021-10-22,0.2011,0.4636,0.8628
2021-10-29,0.1843,0.5071,0.8869
2021-11-05,0.1637,0.5448,0.8782
2021-11-12,0.1757,0.5802,0.8559
2021-11-19,0.2043,0.5908,0.8453
2021-11-26,0.1525,0.6901,0.976
2021-12-03,0.1018,0.7581,0.9842
2021-12-10,0.1036,0.7609,0.984
2021-12-17,0.087,0.8038,0.9841
2021-12-24,0.0933,0.7765,0.9833
2022-01-01,0.0894,0.8033,0.9587
2022-01-08,0.0472,0.8558,0.9869
2022-01-15,0.0317,0.9023,0.9886
2022-01-22,0.0268,0.9041,0.9904
2022-01-29,0.0281,0.9192,0.9918
2022-02-05,0.027,0.9161,0.9924
2022-02-12,0.0235,0.9264,0.9934
2022-02-19,0.0217,0.9279,0.9939
2022-02-26,0.0325,0.9111,0.9942
2022-03-05,0.0203,0.9311,0.9944
2022-03-12,0.0232,0.9186,0.9943
2022-03-19,0.0245,0.9105,0.9943
2022-03-26,0.0249,0.9252,0.9944
2022-04-02,0.0321,0.9147,0.9944
2022-04-09,0.0279,0.9125,0.9944
2022-04-16,0.0373,0.8968,0.9942
2022-04-23,0.0246,0.8975,0.9941
2022-04-30,0.0274,0.893,0.9952
2022-05-07,0.0341,0.8777,0.9956
2022-05-14,0.0427,0.8286,0.9901
2022-05-21,0.0392,0.8382,0.9798
2022-05-28,0.0564,0.779,0.9728
2022-06-04,0.0667,0.7142,0.9714
2022-06-11,0.0591,0.722,0.9801
2022-06-18,0.0709,0.7018,0.979
2022-06-25,0.1034,0.6591,0.9732
2022-07-02,0.0852,0.6394,0.9723
2022-07-09,0.0806,0.5732,0.9654
2022-07-16,0.0993,0.565,0.9573
2022-07-23,0.0978,0.5838,0.9414
2022-07-30,0.1148,0.5401,0.9456
2022-08-06,0.0864,0.517,0.9062
2022-08-13,0.0914,0.4695,0.8888
2022-08-20,0.0971,0.472,0.8914
2022-08-27,0.0949,0.4583,0.8713
2022-09-03,0.1219,0.4328,0.8267
2022-09-10,0.1426,0.3707,0.7914
2022-09-17,0.1103,0.4717,0.8276
2022-09-24,0.1081,0.4711,0.8244
2022-10-01,0.0972,0.5095,0.8521
2022-10-08,0.1513,0.4212,0.7956
2022-10-15,0.1129,0.5511,0.8635
2022-10-22,0.1039,0.6062,0.8693
2022-10-29,0.1021,0.6306,0.8895
2022-11-05,0.0895,0.6898,0.8956
2022-11-12,0.1086,0.6407,0.8631
2022-11-19,0.144,0.5998,0.8437
2022-11-26,0.0883,0.7279,0.9151
2022-12-03,0.0919,0.7091,0.9358
2022-12-10,0.0669,0.739,0.9687
2022-12-17,0.051,0.7872,0.9884
2022-12-24,0.0616,0.7847,0.9857
2023-01-01,0.0858,0.8073,0.9586
2023-01-08,0.0505,0.8603,0.9869
2023-01-15,0.0383,0.8723,0.9885
2023-01-22,0.031,0.9028,0.9904
2023-01-29,0.0321,0.9033,0.9919
2023-02-05,0.0302,0.9019,0.9924
2023-02-12,0.0272,0.9026,0.9932
2023-02-19,0.0286,0.9145,0.9936
2023-02-26,0.0277,0.9055,0.9937
2023-03-05,0.0308,0.915,0.9941
2023-03-12,0.0278,0.8634,0.994
2023-03-19,0.0296,0.8496,0.9941
2023-03-26,0.0298,0.8765,0.9938
2023-04-02,0.0289,0.9038,0.9936
2023-04-09,0.0317,0.8841,0.9938
2023-04-16,0.031,0.8928,0.9938
2023-04-23,0.0292,0.896,0.9936
2023-04-30,0.0316,0.8893,0.9931
2023-05-07,0.0404,0.8864,0.9919
2023-05-14,0.0421,0.8237,0.9883
2023-05-21,0.0511,0.7578,0.9845
2023-05-28,0.0666,0.7777,0.9785
2023-06-04,0.086,0.7374,0.965
2023-06-11,0.0924,0.7447,0.9719
2023-06-18,0.106,0.7243,0.9685
2023-06-25,0.0853,0.6921,0.9728
2023-07-02,0.1164,0.5932,0.954
2023-07-09,0.0941,0.5687,0.94
2023-07-16,0.0879,0.5828,0.9282
2023-07-23,0.0768,0.5504,0.9174
2023-07-30,0.0817,0.5319,0.9092
2023-08-06,0.092,0.5035,0.9088
2023-08-13,0.1023,0.4841,0.9019
2023-08-20,0.1377,0.3879,0.872
2023-08-27,0.1683,0.3893,0.8118
2023-09-03,0.1886,0.3833,0.7596
2023-09-10,0.2024,0.3204,0.7367
2023-09-17,0.2196,0.3145,0.7248
2023-09-24,0.2044,0.3957,0.7308
2023-10-01,0.2145,0.4097,0.7163
2023-10-08,0.1496,0.4954,0.7923
2023-10-15,0.123,0.5204,0.8483
2023-10-22,0.0959,0.6009,0.9118
2023-10-29,0.1069,0.5964,0.8812
2023-11-05,0.076,0.6918,0.9155
2023-11-12,0.0846,0.7029,0.8827
2023-11-19,0.0629,0.7675,0.9019
2023-11-26,0.0908,0.7386,0.8901
2023-12-03,0.0936,0.76,0.9092
2023-12-10,0.0732,0.7993,0.9555
2023-12-17,0.0501,0.8389,0.9834
2023-12-24,0.0662,0.8214,0.9837
