dates,l1,ssim,accuracy
2023-09-24,0.1941,0.3026,0.724
2023-10-01,0.2291,0.2698,0.6174
2023-10-08,0.266,0.3032,0.5523
2023-10-15,0.2636,0.396,0.6643
2023-10-22,0.148,0.5766,0.9026
2023-10-29,0.0708,0.6989,0.9859
2023-11-05,0.0612,0.7832,0.9869
2023-11-12,0.042,0.8434,0.983
2023-11-19,0.0263,0.8841,0.9953
2023-11-26,0.0249,0.8863,0.9954
2023-12-03,0.0249,0.8829,0.9954
2023-12-10,0.031,0.8789,0.995
2023-12-17,0.0369,0.8741,0.9949
2023-12-24,0.0511,0.8411,0.9942
