dates,l1,ssim,accuracy
2022-11-12,0.0327,0.8574,0.9909
2022-11-19,0.029,0.868,0.9909
2022-11-26,0.0265,0.8762,0.9909
2022-12-03,0.0288,0.8632,0.991
2022-12-10,0.0262,0.8738,0.991
2022-12-17,0.0274,0.872,0.9909
2022-12-24,0.0291,0.8618,0.9909
2023-01-01,0.0267,0.8801,0.991
2023-01-08,0.0275,0.8781,0.991
2023-01-15,0.0277,0.8831,0.991
2023-01-22,0.0257,0.883,0.991
2023-01-29,0.0261,0.877,0.991
2023-02-05,0.0284,0.8806,0.991
2023-02-12,0.0268,0.8787,0.991
2023-02-19,0.0283,0.8685,0.991
2023-02-26,0.0271,0.8818,0.991
2023-03-05,0.0287,0.8688,0.991
2023-03-12,0.0256,0.8868,0.991
2023-03-19,0.0269,0.8799,0.991
2023-03-26,0.027,0.8797,0.991
2023-04-02,0.026,0.8772,0.991
2023-04-09,0.0294,0.8651,0.991
2023-04-16,0.0297,0.8722,0.991
2023-04-23,0.031,0.8512,0.991
2023-04-30,0.04,0.8334,0.991
2023-05-07,0.0394,0.8253,0.991
2023-05-14,0.0559,0.812,0.991
2023-05-21,0.0722,0.7732,0.991
2023-05-28,0.0719,0.7085,0.9853
2023-06-04,0.094,0.7058,0.9845
2023-06-11,0.091,0.6878,0.9793
2023-06-18,0.1043,0.6436,0.9674
2023-06-25,0.1295,0.6265,0.9552
2023-07-02,0.1622,0.556,0.8698
2023-07-09,0.1771,0.485,0.8336
2023-07-16,0.1612,0.4442,0.838
2023-07-23,0.1502,0.4354,0.8283
2023-07-30,0.146,0.4385,0.8142
2023-08-06,0.1214,0.4829,0.8213
2023-08-13,0.1269,0.4976,0.8621
2023-08-20,0.1345,0.4705,0.8488
2023-08-27,0.1386,0.4664,0.8471
2023-09-03,0.1487,0.4733,0.8357
2023-09-10,0.1516,0.442,0.8357
2023-09-17,0.1469,0.4888,0.8462
2023-09-24,0.1273,0.4661,0.8706
2023-10-01,0.1775,0.4315,0.6944
2023-10-08,0.2009,0.4834,0.6965
2023-10-15,0.1946,0.579,0.764
2023-10-22,0.1387,0.6531,0.9131
2023-10-29,0.0512,0.8057,0.9886
2023-11-05,0.0459,0.8215,0.991
2023-11-12,0.0376,0.8469,0.991
2023-11-19,0.0312,0.8583,0.991
2023-11-26,0.0269,0.872,0.991
2023-12-03,0.0283,0.873,0.991
2023-12-10,0.027,0.8796,0.991
2023-12-17,0.0277,0.8635,0.991
2023-12-24,0.0267,0.8749,0.991
