dates,l1,ssim,accuracy
2020-12-23,0.0314,0.8767,0.9954
2021-01-01,0.0218,0.9082,0.9954
2021-01-08,0.0208,0.914,0.9954
2021-01-15,0.021,0.9104,0.9954
2021-01-22,0.0198,0.9138,0.9954
2021-01-29,0.0208,0.9121,0.9954
2021-02-05,0.0275,0.8938,0.9954
2021-02-12,0.0234,0.906,0.9954
2021-02-19,0.019,0.9131,0.9954
2021-02-26,0.0202,0.9129,0.9954
2021-03-05,0.0226,0.9049,0.9954
2021-03-12,0.0236,0.906,0.9954
2021-03-19,0.0188,0.9164,0.9954
2021-03-26,0.0198,0.916,0.9954
2021-04-02,0.0201,0.9159,0.9954
2021-04-09,0.0208,0.9107,0.9954
2021-04-16,0.018,0.9129,0.9954
2021-04-23,0.0248,0.8643,0.9954
2021-04-30,0.0237,0.8875,0.9954
2021-05-07,0.0288,0.8815,0.9954
2021-05-14,0.0336,0.8696,0.9954
2021-05-21,0.0473,0.8327,0.9953
2021-05-28,0.066,0.7228,0.9928
2021-06-04,0.0824,0.7053,0.9754
2021-06-11,0.0956,0.6664,0.9601
2021-06-18,0.1025,0.6019,0.9481
2021-06-25,0.118,0.602,0.929
2021-07-02,0.1424,0.5442,0.916
2021-07-09,0.1423,0.4575,0.8507
2021-07-16,0.1442,0.4107,0.8286
2021-07-23,0.1433,0.4079,0.8198
2021-07-30,0.1543,0.4254,0.8138
2021-08-06,0.1554,0.3732,0.8323
2021-08-13,0.1234,0.4007,0.831
2021-08-20,0.1095,0.4236,0.8563
2021-08-27,0.1023,0.4485,0.8577
2021-09-03,0.1159,0.4882,0.8407
2021-09-10,0.15,0.4502,0.8244
2021-09-17,0.1535,0.469,0.8156
2021-09-24,0.1807,0.4482,0.7918
2021-10-01,0.2083,0.3605,0.7481
2021-10-08,0.2166,0.3577,0.6917
2021-10-15,0.2393,0.4043,0.776
2021-10-22,0.2193,0.5163,0.9291
2021-10-29,0.1856,0.5894,0.9928
2021-11-05,0.0844,0.728,0.9954
2021-11-12,0.0528,0.8072,0.9954
2021-11-19,0.0344,0.8594,0.9954
2021-11-26,0.0313,0.8915,0.9954
2021-12-03,0.0278,0.9001,0.9954
2021-12-10,0.0284,0.8982,0.9954
2021-12-17,0.0228,0.9072,0.9954
2021-12-24,0.0239,0.909,0.9954
2022-01-01,0.0219,0.9182,0.9954
2022-01-08,0.0221,0.9162,0.9954
2022-01-15,0.0202,0.9185,0.9954
2022-01-22,0.0218,0.9162,0.9954
2022-01-29,0.0213,0.9162,0.9954
2022-02-05,0.0236,0.9124,0.9954
2022-02-12,0.0217,0.9119,0.9954
2022-02-19,0.0216,0.9176,0.9954
2022-02-26,0.0229,0.9126,0.9954
2022-03-05,0.0224,0.915,0.9954
2022-03-12,0.0218,0.9131,0.9954
2022-03-19,0.024,0.9079,0.9954
2022-03-26,0.0224,0.9152,0.9954
2022-04-02,0.0247,0.9145,0.9954
2022-04-09,0.0264,0.9005,0.9954
2022-04-16,0.0267,0.9074,0.9954
2022-04-23,0.0278,0.8978,0.9954
2022-04-30,0.0294,0.8814,0.9954
2022-05-07,0.0331,0.8896,0.9954
2022-05-14,0.0373,0.8565,0.9954
2022-05-21,0.0498,0.8104,0.9954
2022-05-28,0.0646,0.7726,0.9954
2022-06-04,0.0811,0.7044,0.9928
2022-06-11,0.1014,0.6953,0.9744
2022-06-18,0.1279,0.6947,0.971
2022-06-25,0.1559,0.6833,0.9644
2022-07-02,0.1587,0.5967,0.9541
2022-07-09,0.1665,0.5929,0.911
2022-07-16,0.1874,0.5446,0.8791
2022-07-23,0.2141,0.4737,0.8297
2022-07-30,0.205,0.442,0.8298
2022-08-06,0.1682,0.4166,0.8183
2022-08-13,0.1683,0.3791,0.7942
2022-08-20,0.159,0.3917,0.8102
2022-08-27,0.1168,0.4249,0.8292
2022-09-03,0.1277,0.4166,0.8334
2022-09-10,0.1121,0.4324,0.8546
2022-09-17,0.1135,0.4042,0.8316
2022-09-24,0.1355,0.3662,0.8035
2022-10-01,0.1954,0.2847,0.6683
2022-10-08,0.251,0.2879,0.6547
2022-10-15,0.2201,0.4238,0.7755
2022-10-22,0.212,0.4681,0.8309
2022-10-29,0.0948,0.6644,0.9854
2022-11-05,0.0579,0.7816,0.9907
2022-11-12,0.0361,0.8641,0.9954
2022-11-19,0.0314,0.8917,0.9954
2022-11-26,0.0331,0.9089,0.9954
2022-12-03,0.0279,0.8949,0.9954
2022-12-10,0.0299,0.9027,0.9954
2022-12-17,0.0268,0.9063,0.9954
2022-12-24,0.0249,0.9097,0.9954
2023-01-01,0.0205,0.913,0.9954
2023-01-08,0.0191,0.9208,0.9954
2023-01-15,0.0211,0.9188,0.9954
2023-01-22,0.0196,0.9188,0.9954
2023-01-29,0.0191,0.9195,0.9954
2023-02-05,0.0218,0.915,0.9954
2023-02-12,0.0198,0.9213,0.9954
2023-02-19,0.0205,0.9159,0.9954
2023-02-26,0.0231,0.9175,0.9954
2023-03-05,0.0216,0.9171,0.9954
2023-03-12,0.0182,0.9241,0.9954
2023-03-19,0.0221,0.8963,0.9954
2023-03-26,0.0198,0.9192,0.9954
2023-04-02,0.0198,0.9219,0.9954
2023-04-09,0.0221,0.9158,0.9954
2023-04-16,0.0213,0.9131,0.9954
2023-04-23,0.0247,0.8985,0.9954
2023-04-30,0.0299,0.89,0.9954
2023-05-07,0.0318,0.8783,0.9954
2023-05-14,0.0501,0.8356,0.9954
2023-05-21,0.0794,0.7084,0.9954
2023-05-28,0.0805,0.6669,0.9954
2023-06-04,0.1106,0.6382,0.9951
2023-06-11,0.118,0.6519,0.9918
2023-06-18,0.1545,0.6227,0.986
2023-06-25,0.1599,0.5866,0.9682
2023-07-02,0.2078,0.494,0.9274
2023-07-09,0.1886,0.422,0.846
2023-07-16,0.1625,0.4453,0.8094
2023-07-23,0.1515,0.4124,0.8113
2023-07-30,0.1467,0.4072,0.7961
2023-08-06,0.1363,0.4001,0.7687
2023-08-13,0.1422,0.3734,0.7775
2023-08-20,0.1272,0.449,0.8278
2023-08-27,0.1299,0.4726,0.8424
2023-09-03,0.1593,0.3815,0.8142
2023-09-10,0.2009,0.322,0.7662
2023-09-17,0.2387,0.2588,0.6773
2023-09-24,0.2474,0.255,0.5803
2023-10-01,0.332,0.2386,0.4723
2023-10-08,0.3553,0.3147,0.5462
2023-10-15,0.3216,0.3923,0.6639
2023-10-22,0.1866,0.5956,0.9028
2023-10-29,0.0802,0.7122,0.9861
2023-11-05,0.0649,0.767,0.987
2023-11-12,0.0422,0.8458,0.9831
2023-11-19,0.0259,0.8846,0.9954
2023-11-26,0.0287,0.8886,0.9954
2023-12-03,0.0273,0.8932,0.9954
2023-12-10,0.0254,0.9037,0.9954
2023-12-17,0.0232,0.9046,0.9954
2023-12-24,0.0234,0.9055,0.9954
